customer_id,company_name,industry,customer_segment,billing_city,account_opened_date,customer_status
C00343,Northstar Industries 343,Manufacturing,Mid-Market,Chicago,2022-10-18,Active
C00344,Lumen Industries 344,Technology,SMB,Dallas,2022-07-31,Active
C00345,Evergreen Holdings 345,Retail,Mid-Market,Chicago,2021-04-11,Active
C00346,HarborPoint Holdings 346,Professional Services,SMB,Chicago,2022-09-27,Active
C00347,Northstar Holdings 347,Financial Services,SMB,Boston,2021-05-02,Active
C00348,CedarWorks Group 348,Healthcare,Mid-Market,Austin,2023-06-11,Active
C00349,Evergreen Partners 349,Professional Services,Enterprise,Dallas,2019-10-10,Active
C00350,Northstar Group 350,Financial Services,SMB,New York,2018-06-14,Churned
C00351,Westbridge Group 351,Technology,Enterprise,Dallas,2022-08-31,Active
C00352,Pioneer Group 352,Professional Services,Mid-Market,Seattle,2023-02-25,Active
C00353,Lumen Group 353,Manufacturing,Enterprise,Chicago,2024-03-12,Active
C00354,Evergreen Partners 354,Manufacturing,Mid-Market,Phoenix,2020-01-05,Active
C00355,BluePeak Holdings 355,Healthcare,SMB,Denver,2023-06-19,Active
C00356,Lumen Group 356,Retail,Enterprise,Boston,2018-02-16,Active
C00357,Westbridge Partners 357,Healthcare,SMB,Chicago,2020-06-26,Active
C00358,HarborPoint Holdings 358,Financial Services,SMB,Austin,2021-05-06,Active
C00359,Pioneer Partners 359,Technology,Enterprise,Portland,2023-12-01,Active
C00360,Lumen Systems 360,Healthcare,SMB,Portland,2020-02-17,Active
C00361,Pioneer Partners 361,Professional Services,Mid-Market,Boston,2023-01-21,Active
C00362,Evergreen Holdings 362,Financial Services,SMB,Portland,2018-03-22,Active
C00363,Westbridge Holdings 363,Professional Services,SMB,Chicago,2019-11-24,Active
C00364,Ironwood Industries 364,Technology,SMB,Denver,2021-05-04,Active
C00365,Pioneer Group 365,Retail,SMB,Seattle,2019-02-06,Active
C00366,Lumen Partners 366,Professional Services,SMB,Chicago,2022-11-04,Active
C00367,Summit Systems 367,Retail,Mid-Market,Austin,2021-06-20,Active
C00368,HarborPoint Industries 368,Retail,Mid-Market,New York,2018-07-31,Active
C00369,Summit Holdings 369,Professional Services,Mid-Market,Dallas,2022-11-29,Churned
C00370,BluePeak Partners 370,Professional Services,Mid-Market,New York,2018-12-28,At Risk
C00371,Evergreen Industries 371,Professional Services,Mid-Market,New York,2018-06-29,Active
C00372,Evergreen Holdings 372,Manufacturing,SMB,New York,2018-08-14,Active
C00373,CedarWorks Industries 373,Retail,SMB,New York,2020-04-02,Active
C00374,CedarWorks Holdings 374,Professional Services,SMB,Dallas,2020-01-04,Active
C00375,Evergreen Systems 375,Professional Services,Mid-Market,San Diego,2019-04-17,Active
C00376,Lumen Industries 376,Healthcare,Mid-Market,Seattle,2020-02-17,Active
C00377,HarborPoint Holdings 377,Professional Services,Mid-Market,Boston,2023-03-07,Active
C00378,BluePeak Partners 378,Manufacturing,Mid-Market,Portland,2023-01-30,Active
C00379,HarborPoint Systems 379,Financial Services,SMB,Austin,2021-10-11,Active
C00380,CedarWorks Group 380,Manufacturing,SMB,Seattle,2020-10-02,Active
C00381,Summit Systems 381,Retail,SMB,Austin,2022-05-24,Active
C00382,Summit Partners 382,Technology,SMB,New York,2022-02-05,Active
C00383,Summit Systems 383,Financial Services,Mid-Market,Phoenix,2023-07-03,Active
C00384,CedarWorks Systems 384,Technology,SMB,Portland,2020-06-11,Active
C00385,Summit Partners 385,Manufacturing,SMB,Chicago,2019-10-10,Active
C00386,Pioneer Holdings 386,Professional Services,Mid-Market,Boston,2022-05-20,Active
C00387,Summit Partners 387,Professional Services,Mid-Market,Dallas,2019-06-30,At Risk
C00388,Westbridge Holdings 388,Manufacturing,Mid-Market,Austin,2021-01-30,Active
C00389,Westbridge Holdings 389,Financial Services,Enterprise,Dallas,2021-09-16,Active
C00390,CedarWorks Partners 390,Professional Services,SMB,Dallas,2018-05-08,Churned
C00391,Northstar Industries 391,Retail,SMB,Phoenix,2022-05-29,Active
C00392,Redwood Industries 392,Retail,Enterprise,Dallas,2022-01-07,Active
C00393,HarborPoint Industries 393,Retail,Mid-Market,Phoenix,2024-02-14,Active
C00394,Evergreen Systems 394,Technology,Mid-Market,Portland,2023-08-19,Active
C00395,Redwood Group 395,Technology,SMB,Phoenix,2023-11-11,Active
C00396,Summit Partners 396,Retail,Enterprise,Austin,2023-01-05,Active
C00397,Northstar Group 397,Retail,Mid-Market,Chicago,2019-06-12,At Risk
C00398,CedarWorks Holdings 398,Professional Services,SMB,Denver,2023-01-13,Active
C00399,HarborPoint Industries 399,Manufacturing,Enterprise,Seattle,2024-03-20,Active
C00400,Evergreen Partners 400,Healthcare,Enterprise,Boston,2022-03-08,Churned
C00401,Pioneer Partners 401,Retail,Mid-Market,New York,2021-03-17,Active
C00402,HarborPoint Industries 402,Retail,Mid-Market,Boston,2020-11-30,Active
C00403,Northstar Group 403,Manufacturing,SMB,Seattle,2023-08-03,Active
C00404,Northstar Group 404,Professional Services,Mid-Market,Phoenix,2018-12-10,Churned
C00405,Northstar Partners 405,Retail,SMB,San Diego,2022-06-22,Active
C00406,Summit Holdings 406,Technology,SMB,Dallas,2022-05-15,Active
C00407,Lumen Industries 407,Manufacturing,SMB,Portland,2019-08-13,Active
C00408,Evergreen Systems 408,Healthcare,Mid-Market,Portland,2022-08-13,Active
C00409,Redwood Partners 409,Financial Services,SMB,Phoenix,2019-02-01,Active
C00410,Evergreen Systems 410,Healthcare,Enterprise,San Diego,2019-06-04,Active
C00411,Redwood Holdings 411,Technology,Mid-Market,Austin,2023-11-08,Active
C00412,Lumen Partners 412,Retail,Enterprise,Seattle,2019-05-03,Active
C00413,Westbridge Partners 413,Financial Services,SMB,Portland,2021-07-10,Active
C00414,CedarWorks Systems 414,Technology,SMB,San Diego,2019-12-31,Active
C00415,CedarWorks Group 415,Professional Services,SMB,New York,2018-10-24,Active
C00416,CedarWorks Group 416,Retail,Mid-Market,Portland,2019-12-13,Active
C00417,Westbridge Systems 417,Healthcare,SMB,Chicago,2020-03-18,At Risk
C00418,Summit Partners 418,Healthcare,SMB,Dallas,2024-04-22,Active
C00419,Lumen Systems 419,Professional Services,SMB,Phoenix,2022-11-22,Active
C00420,Redwood Partners 420,Manufacturing,Mid-Market,Austin,2020-07-06,Active
C00421,Cloudline Partners 421,Manufacturing,SMB,Denver,2024-09-19,Active
C00422,CedarWorks Systems 422,Retail,Mid-Market,Austin,2022-04-05,Active
C00423,Lumen Holdings 423,Professional Services,SMB,Seattle,2019-12-03,Active
C00424,Westbridge Systems 424,Professional Services,Mid-Market,Boston,2018-09-27,Active
C00425,Summit Group 425,Professional Services,Enterprise,Denver,2022-05-03,Active
C00426,Westbridge Systems 426,Professional Services,Mid-Market,Denver,2018-09-28,Active
C00427,Summit Industries 427,Healthcare,Mid-Market,Denver,2018-02-09,Active
C00428,Northstar Partners 428,Healthcare,Mid-Market,Dallas,2022-09-24,Active
C00429,Lumen Group 429,Professional Services,Mid-Market,Dallas,2022-05-26,Active
C00430,Westbridge Holdings 430,Manufacturing,Mid-Market,Portland,2019-09-22,Churned
C00431,Lumen Industries 431,Financial Services,Mid-Market,Austin,2023-11-20,Churned
C00432,Summit Group 432,Professional Services,Mid-Market,Dallas,2021-01-04,Active
C00433,Ironwood Systems 433,Financial Services,Mid-Market,Boston,2022-09-21,Churned
C00434,CedarWorks Partners 434,Retail,SMB,Phoenix,2020-02-24,Churned
C00435,Cloudline Holdings 435,Professional Services,SMB,New York,2018-09-20,Active
C00436,Summit Partners 436,Technology,Mid-Market,Denver,2023-07-12,Active
C00437,BluePeak Holdings 437,Healthcare,Mid-Market,Seattle,2018-05-17,Active
C00438,Pioneer Industries 438,Financial Services,Mid-Market,Dallas,2021-03-07,Active
C00439,CedarWorks Industries 439,Financial Services,SMB,Dallas,2024-01-06,Churned
C00440,Lumen Partners 440,Technology,Mid-Market,New York,2018-02-05,Active
C00441,Ironwood Industries 441,Technology,Enterprise,Seattle,2021-11-22,Active
C00442,Cloudline Holdings 442,Financial Services,Mid-Market,New York,2020-02-06,Active
C00443,Evergreen Systems 443,Manufacturing,Mid-Market,Chicago,2021-05-06,Active
C00444,Northstar Partners 444,Financial Services,Mid-Market,Portland,2018-11-13,Active
C00445,Cloudline Systems 445,Financial Services,Enterprise,New York,2020-06-09,Churned
C00446,HarborPoint Group 446,Technology,SMB,Chicago,2023-07-19,Active
C00447,Pioneer Systems 447,Technology,Mid-Market,Denver,2023-06-20,Active
C00448,Evergreen Industries 448,Professional Services,Mid-Market,New York,2024-05-12,Active
C00449,Northstar Partners 449,Retail,Enterprise,Seattle,2018-05-15,Active
C00450,Redwood Systems 450,Financial Services,Mid-Market,Phoenix,2019-06-24,Active
